frame,timestamp,box_pixels_stride2,dynamic_mask_pixels_stride2,intersection_pixels_stride2,box_recall,mask_precision_to_box,global_mask_fraction,odom_dt,box_odom_dt,box_x,box_y,box_z
43,541.21,0,12340,0,nan,0.0,0.16067708333333333,0.0019999999999527063,0.004000000000019099,-6.999984162545319,-4.375000000000295,0.30999999995146804
44,541.261,0,6966,0,nan,0.0,0.090703125,0.014999999999986358,0.0049999999999954525,-6.999984271145008,-4.3450000000003115,0.30999999995146804
45,541.311,0,11678,0,nan,0.0,0.15205729166666668,0.0029999999999290594,0.0049999999999954525,-6.999984361644749,-4.320000000000325,0.30999999995146804
46,541.361,0,16009,0,nan,0.0,0.20845052083333335,0.013000000000033651,0.0049999999999954525,-6.99998445214449,-4.295000000000339,0.30999999995146804
47,541.41,0,15101,0,nan,0.0,0.19662760416666666,0.0060000000000854925,0.004000000000019099,-6.999984524544283,-4.27500000000035,0.30999999995146804
48,541.46,0,16968,0,nan,0.0,0.2209375,0.009999999999990905,0.004000000000019099,-6.999984615044024,-4.250000000000364,0.30999999995146804
49,541.512,0,29297,0,nan,0.0,0.38147135416666667,0.0060000000000854925,0.004000000000019099,-6.999984723643713,-4.220000000000381,0.30999999995146804
50,541.56,0,7557,0,nan,0.0,0.0983984375,0.007999999999924512,0.0039999999999054126,-6.999984796043506,-4.200000000000392,0.30999999995146804
51,541.61,0,5491,0,nan,0.0,0.07149739583333334,0.009999999999990905,0.004000000000019099,-6.999984886543247,-4.175000000000406,0.30999999995146804
52,541.66,0,7024,0,nan,0.0,0.09145833333333334,0.005999999999971806,0.004000000000019099,-6.999984977042988,-4.15000000000042,0.30999999995146804
53,541.71,0,9485,0,nan,0.0,0.12350260416666667,0.011999999999943611,0.004000000000019099,-6.999985067542729,-4.125000000000433,0.30999999995146804
54,541.76,0,8178,0,nan,0.0,0.106484375,0.004000000000019099,0.004000000000019099,-6.99998515804247,-4.100000000000447,0.30999999995146804
55,541.81,0,7074,0,nan,0.0,0.092109375,0.014000000000010004,0.0039999999999054126,-6.999985248542211,-4.075000000000461,0.30999999995146804
56,541.86,0,12401,0,nan,0.0,0.16147135416666666,0.002000000000066393,0.004000000000019099,-6.999985339041952,-4.050000000000475,0.30999999995146804
57,541.91,0,12947,0,nan,0.0,0.16858072916666667,0.016000000000076398,0.004000000000019099,-6.9999854295416934,-4.025000000000489,0.30999999995146804
58,541.96,0,13929,0,nan,0.0,0.1813671875,0.0,0.004000000000019099,-6.9999855200414345,-4.000000000000503,0.30999999995146804
59,542.011,0,7043,0,nan,0.0,0.09170572916666667,0.016999999999939064,0.0049999999999954525,-6.999985628641124,-3.9700000000004927,0.30999999995146804
60,542.06,0,10116,0,nan,0.0,0.13171875,0.002000000000066393,0.0039999999999054126,-6.9999857010409166,-3.950000000000486,0.30999999995146804
61,542.11,0,13912,0,nan,0.0,0.18114583333333334,0.014000000000010004,0.004000000000019099,-6.999985791540658,-3.9250000000004777,0.30999999995146804
62,542.16,0,14599,0,nan,0.0,0.19009114583333334,0.004000000000019099,0.004000000000019099,-6.999985882040399,-3.9000000000004693,0.30999999995146804
63,542.21,0,15802,0,nan,0.0,0.20575520833333333,0.012000000000057298,0.004000000000019099,-6.99998597254014,-3.875000000000461,0.30999999995146804
64,542.262,0,14846,0,nan,0.0,0.19330729166666666,0.004000000000019099,0.004000000000019099,-6.999986081139829,-3.845000000000451,0.30999999995146804
65,542.31,0,29011,0,nan,0.0,0.37774739583333333,0.009999999999990905,0.0039999999999054126,-6.999986153539622,-3.8250000000004443,0.30999999995146804
66,542.361,0,30126,0,nan,0.0,0.392265625,0.007000000000061846,0.0049999999999954525,-6.999986262139311,-3.7950000000004342,0.30999999995146804
67,542.41,0,28946,0,nan,0.0,0.37690104166666666,0.007999999999924512,0.004000000000019099,-6.999986334539104,-3.7750000000004276,0.30999999995146804
68,542.46,0,14437,0,nan,0.0,0.18798177083333334,0.009999999999990905,0.004000000000019099,-6.999986425038845,-3.750000000000419,0.30999999995146804
69,542.51,0,28890,0,nan,0.0,0.376171875,0.005999999999971806,0.004000000000019099,-6.999986515538586,-3.725000000000411,0.30999999995146804
70,542.56,0,14893,0,nan,0.0,0.19391927083333332,0.012000000000057298,0.0039999999999054126,-6.999986606038327,-3.7000000000004025,0.30999999995146804
71,542.611,0,10372,0,nan,0.0,0.13505208333333332,0.0049999999999954525,0.0049999999999954525,-6.999986714638016,-3.6700000000003925,0.30999999995146804
72,542.66,0,10313,0,nan,0.0,0.13428385416666666,0.014000000000010004,0.004000000000019099,-6.999986787037809,-3.650000000000386,0.30999999995146804
73,542.71,0,9234,0,nan,0.0,0.120234375,0.002000000000066393,0.004000000000019099,-6.99998687753755,-3.6250000000003775,0.30999999995146804
74,542.76,0,13761,0,nan,0.0,0.1791796875,0.01599999999996271,0.004000000000019099,-6.999986968037291,-3.600000000000369,0.30999999995146804
75,542.81,0,11525,0,nan,0.0,0.15006510416666666,0.0,0.0039999999999054126,-6.999987058537032,-3.575000000000361,0.30999999995146804
76,542.86,0,14014,0,nan,0.0,0.18247395833333332,0.01599999999996271,0.004000000000019099,-6.999987149036773,-3.5500000000003524,0.30999999995146804
77,542.91,0,6993,0,nan,0.0,0.0910546875,0.002000000000066393,0.004000000000019099,-6.999987239536514,-3.525000000000344,0.30999999995146804
78,542.96,0,8309,0,nan,0.0,0.10819010416666666,0.014000000000010004,0.004000000000019099,-6.999987330036255,-3.5000000000003357,0.30999999995146804
79,543.01,0,9715,0,nan,0.0,0.12649739583333333,0.004000000000019099,0.004000000000019099,-6.999987420535996,-3.4750000000003274,0.30999999995146804
80,543.06,0,12570,0,nan,0.0,0.163671875,0.011999999999943611,0.0039999999999054126,-6.999987511035737,-3.450000000000319,0.30999999995146804
81,543.11,0,15908,0,nan,0.0,0.20713541666666666,0.005999999999971806,0.004000000000019099,-6.999987601535478,-3.4250000000003107,0.30999999995146804
82,543.161,0,10020,0,nan,0.0,0.13046875,0.010999999999967258,0.0049999999999954525,-6.999987692035219,-3.4000000000003023,0.30999999995146804
83,543.211,0,10518,0,nan,0.0,0.136953125,0.006999999999948159,0.0049999999999954525,-6.9999878006349086,-3.3700000000002923,0.30999999995146804
84,543.26,0,6829,0,nan,0.0,0.08891927083333333,0.008000000000038199,0.004000000000019099,-6.999987873034701,-3.3500000000002856,0.30999999995146804
85,543.31,0,8781,0,nan,0.0,0.1143359375,0.010000000000104592,0.0039999999999054126,-6.999987963534442,-3.3250000000002773,0.30999999995146804
86,543.36,0,9191,0,nan,0.0,0.11967447916666667,0.005999999999971806,0.004000000000019099,-6.9999880540341834,-3.300000000000269,0.30999999995146804
87,543.41,0,9701,0,nan,0.0,0.12631510416666666,0.012000000000057298,0.004000000000019099,-6.9999881445339245,-3.2750000000002606,0.30999999995146804
88,543.46,0,9473,0,nan,0.0,0.12334635416666667,0.004000000000019099,0.004000000000019099,-6.9999882350336655,-3.2500000000002522,0.30999999995146804
89,543.51,0,7499,0,nan,0.0,0.09764322916666666,0.014000000000010004,0.004000000000019099,-6.9999883255334066,-3.225000000000244,0.30999999995146804
90,543.56,0,6671,0,nan,0.0,0.08686197916666667,0.0019999999999527063,0.0039999999999054126,-6.999988416033148,-3.2000000000002355,0.30999999995146804
91,543.61,0,7020,0,nan,0.0,0.09140625,0.01599999999996271,0.004000000000019099,-6.999988506532889,-3.175000000000227,0.30999999995146804
92,543.66,0,8061,0,nan,0.0,0.1049609375,0.0,0.004000000000019099,-6.99998859703263,-3.150000000000219,0.30999999995146804
93,543.71,0,14261,0,nan,0.0,0.18569010416666668,0.016000000000076398,0.004000000000019099,-6.999988687532371,-3.1250000000002105,0.30999999995146804
94,543.76,0,6872,0,nan,0.0,0.08947916666666667,0.0019999999999527063,0.004000000000019099,-6.999988778032112,-3.100000000000202,0.30999999995146804
95,543.811,0,8392,0,nan,0.0,0.10927083333333333,0.014999999999986358,0.0049999999999954525,-6.999988886631801,-3.070000000000192,0.30999999995146804
96,543.86,0,6562,0,nan,0.0,0.08544270833333334,0.004000000000019099,0.004000000000019099,-6.999988959031594,-3.0500000000001855,0.30999999995146804
97,543.91,0,6009,0,nan,0.0,0.0782421875,0.011999999999943611,0.004000000000019099,-6.999989049531335,-3.025000000000177,0.30999999995146804
98,543.96,0,16101,0,nan,0.0,0.2096484375,0.005999999999971806,0.004000000000019099,-6.999989140031076,-3.0000000000001688,0.30999999995146804
99,544.01,0,5675,0,nan,0.0,0.07389322916666667,0.009999999999990905,0.004000000000019099,-6.999989230530817,-2.9750000000001604,0.30999999995146804
100,544.061,0,7696,0,nan,0.0,0.10020833333333333,0.006999999999948159,0.0049999999999954525,-6.999989339130506,-2.9450000000001504,0.30999999995146804
101,544.112,0,6590,0,nan,0.0,0.08580729166666666,0.009999999999990905,0.004000000000019099,-6.999989429630247,-2.920000000000142,0.30999999995146804
102,544.16,0,10387,0,nan,0.0,0.13524739583333334,0.009999999999990905,0.004000000000019099,-6.99998950203004,-2.9000000000001354,0.30999999995146804
103,544.21,0,9814,0,nan,0.0,0.12778645833333332,0.0060000000000854925,0.004000000000019099,-6.999989592529781,-2.875000000000127,0.30999999995146804
104,544.26,0,9977,0,nan,0.0,0.12990885416666667,0.012000000000057298,0.004000000000019099,-6.999989683029522,-2.8500000000001187,0.30999999995146804
105,544.31,0,8910,0,nan,0.0,0.116015625,0.0039999999999054126,0.0039999999999054126,-6.999989773529263,-2.8250000000001103,0.30999999995146804
106,544.36,0,7824,0,nan,0.0,0.101875,0.014000000000010004,0.004000000000019099,-6.999989864029004,-2.800000000000102,0.30999999995146804
107,544.41,0,10026,0,nan,0.0,0.130546875,0.0019999999999527063,0.004000000000019099,-6.999989954528745,-2.7750000000000936,0.30999999995146804
108,544.46,0,9452,0,nan,0.0,0.12307291666666667,0.01599999999996271,0.004000000000019099,-6.999990045028486,-2.7500000000000853,0.30999999995146804
109,544.511,0,8182,0,nan,0.0,0.10653645833333333,0.0009999999999763531,0.0049999999999954525,-6.9999901536281754,-2.7200000000000752,0.30999999995146804
110,544.561,0,10586,0,nan,0.0,0.13783854166666668,0.016999999999939064,0.0049999999999954525,-6.9999902441279165,-2.695000000000067,0.30999999995146804
111,544.61,0,10641,0,nan,0.0,0.1385546875,0.0019999999999527063,0.004000000000019099,-6.999990316527709,-2.67500000000006,0.30999999995146804
112,544.66,0,13994,0,nan,0.0,0.18221354166666667,0.014000000000010004,0.004000000000019099,-6.99999040702745,-2.650000000000052,0.30999999995146804
113,544.71,0,8305,0,nan,0.0,0.10813802083333333,0.004000000000019099,0.004000000000019099,-6.999990497527191,-2.6250000000000435,0.30999999995146804
114,544.761,0,11926,0,nan,0.0,0.15528645833333332,0.012999999999919964,0.0049999999999954525,-6.999990606126881,-2.5950000000000335,0.30999999995146804
115,544.81,0,8409,0,nan,0.0,0.1094921875,0.0060000000000854925,0.0039999999999054126,-6.9999906785266734,-2.575000000000027,0.30999999995146804
116,544.86,0,7368,0,nan,0.0,0.0959375,0.009999999999990905,0.004000000000019099,-6.9999907690264145,-2.5500000000000185,0.30999999995146804
117,544.91,0,8104,0,nan,0.0,0.10552083333333333,0.008000000000038199,0.004000000000019099,-6.9999908595261555,-2.52500000000001,0.30999999995146804
118,544.96,0,11437,0,nan,0.0,0.14891927083333334,0.008000000000038199,0.004000000000019099,-6.9999909500258966,-2.5000000000000018,0.30999999995146804
119,545.01,0,11233,0,nan,0.0,0.14626302083333334,0.009999999999990905,0.004000000000019099,-6.999991040525638,-2.4749999999999934,0.30999999995146804
120,545.06,0,6794,0,nan,0.0,0.08846354166666667,0.005999999999971806,0.0039999999999054126,-6.999991131025379,-2.449999999999985,0.30999999995146804
121,545.11,0,6844,0,nan,0.0,0.08911458333333333,0.011999999999943611,0.004000000000019099,-6.99999122152512,-2.4249999999999767,0.30999999995146804
122,545.16,0,7195,0,nan,0.0,0.09368489583333334,0.004000000000019099,0.004000000000019099,-6.999991312024861,-2.3999999999999684,0.30999999995146804
123,545.21,0,8403,0,nan,0.0,0.1094140625,0.014000000000010004,0.004000000000019099,-6.999991402524602,-2.37499999999996,0.30999999995146804
124,545.261,0,6089,0,nan,0.0,0.07928385416666667,0.0029999999999290594,0.0049999999999954525,-6.999991511124291,-2.34499999999995,0.30999999995146804
125,545.31,0,6606,0,nan,0.0,0.086015625,0.016000000000076398,0.0039999999999054126,-6.999991583524084,-2.3249999999999433,0.30999999995146804
126,545.36,0,9680,0,nan,0.0,0.12604166666666666,0.0,0.004000000000019099,-6.999991674023825,-2.299999999999935,0.30999999995146804
127,545.411,0,5686,0,nan,0.0,0.07403645833333333,0.016999999999939064,0.0049999999999954525,-6.999991764523566,-2.2749999999999266,0.30999999995146804
128,545.46,0,14543,0,nan,0.0,0.18936197916666667,0.0019999999999527063,0.004000000000019099,-6.999991855023307,-2.2499999999999183,0.30999999995146804
129,545.51,784,6723,0,0.0,0.0,0.0875390625,0.014000000000010004,0.004000000000019099,-6.999991945523048,-2.22499999999991,0.30999999995146804
130,545.56,784,6507,0,0.0,0.0,0.0847265625,0.004000000000019099,0.0039999999999054126,-6.999992036022789,-2.1999999999999016,0.30999999995146804
131,545.61,812,11133,0,0.0,0.0,0.1449609375,0.012000000000057298,0.004000000000019099,-6.99999212652253,-2.1749999999998932,0.30999999995146804
132,545.66,840,7157,0,0.0,0.0,0.09319010416666666,0.0060000000000854925,0.004000000000019099,-6.999992217022271,-2.149999999999885,0.30999999995146804
133,545.71,869,11641,0,0.0,0.0,0.15157552083333334,0.009999999999990905,0.004000000000019099,-6.999992307522012,-2.1249999999998765,0.30999999995146804
134,545.76,869,9793,0,0.0,0.0,0.12751302083333332,0.008000000000038199,0.004000000000019099,-6.999992398021753,-2.099999999999868,0.30999999995146804
135,545.81,869,10330,0,0.0,0.0,0.13450520833333332,0.007999999999924512,0.0039999999999054126,-6.999992488521494,-2.07499999999986,0.30999999995146804
136,545.86,898,21260,0,0.0,0.0,0.27682291666666664,0.009999999999990905,0.004000000000019099,-6.999992579021235,-2.0499999999998515,0.30999999995146804
137,545.91,898,25992,0,0.0,0.0,0.3384375,0.005999999999971806,0.004000000000019099,-6.999992669520976,-2.024999999999843,0.30999999995146804
138,545.96,927,14739,0,0.0,0.0,0.1919140625,0.011999999999943611,0.004000000000019099,-6.999992760020717,-1.999999999999835,0.30999999995146804
139,546.01,927,11305,0,0.0,0.0,0.14720052083333332,0.004000000000019099,0.004000000000019099,-6.999992850520458,-1.9749999999998378,0.30999999995146804
140,546.06,986,11173,0,0.0,0.0,0.14548177083333333,0.014000000000010004,0.0039999999999054126,-6.999992941020199,-1.9499999999998405,0.30999999995146804
141,546.11,986,14693,0,0.0,0.0,0.19131510416666667,0.002000000000066393,0.004000000000019099,-6.99999303151994,-1.9249999999998433,0.30999999995146804
142,546.161,1016,9580,0,0.0,0.0,0.12473958333333333,0.015000000000100044,0.0049999999999954525,-6.999993122019681,-1.899999999999846,0.30999999995146804
143,546.211,1016,8261,0,0.0,0.0,0.10756510416666666,0.0009999999999763531,0.0049999999999954525,-6.999993230619371,-1.8699999999998493,0.30999999995146804
144,546.26,1046,9731,0,0.0,0.0,0.12670572916666667,0.01599999999996271,0.004000000000019099,-6.9999933030191634,-1.8499999999998515,0.30999999995146804
145,546.31,1078,9413,0,0.0,0.0,0.12256510416666666,0.002000000000066393,0.0039999999999054126,-6.9999933935189045,-1.8249999999998543,0.30999999995146804
146,546.36,1109,8306,0,0.0,0.0,0.10815104166666667,0.014000000000010004,0.004000000000019099,-6.9999934840186455,-1.799999999999857,0.30999999995146804
147,546.41,1112,10387,0,0.0,0.0,0.13524739583333334,0.004000000000019099,0.004000000000019099,-6.9999935745183866,-1.7749999999998598,0.30999999995146804
148,546.46,1144,13171,0,0.0,0.0,0.17149739583333334,0.012000000000057298,0.004000000000019099,-6.999993665018128,-1.7499999999998626,0.30999999995146804
149,546.51,1144,6555,0,0.0,0.0,0.0853515625,0.005999999999971806,0.004000000000019099,-6.999993755517869,-1.7249999999998653,0.30999999995146804
150,546.561,1176,12961,0,0.0,0.0,0.16876302083333333,0.011000000000080945,0.0049999999999954525,-6.999993864117558,-1.6949999999998686,0.30999999995146804
151,546.61,1147,7601,0,0.0,0.0,0.09897135416666666,0.008000000000038199,0.004000000000019099,-6.999993936517351,-1.6749999999998708,0.30999999995146804
152,546.66,1179,9642,0,0.0,0.0,0.125546875,0.007999999999924512,0.004000000000019099,-6.999994027017092,-1.6499999999998736,0.30999999995146804
153,546.71,1179,14850,0,0.0,0.0,0.193359375,0.009999999999990905,0.004000000000019099,-6.999994117516833,-1.6249999999998763,0.30999999995146804
154,546.76,1244,19811,0,0.0,0.0,0.25795572916666665,0.005999999999971806,0.004000000000019099,-6.999994208016574,-1.599999999999879,0.30999999995146804
155,546.811,1215,8753,0,0.0,0.0,0.11397135416666666,0.010999999999967258,0.0049999999999954525,-6.999994316616263,-1.5699999999998824,0.30999999995146804
156,546.86,1248,7279,0,0.0,0.0,0.09477864583333333,0.004000000000019099,0.004000000000019099,-6.999994389016056,-1.5499999999998846,0.30999999995146804
157,546.91,1248,7619,0,0.0,0.0,0.09920572916666667,0.014000000000010004,0.004000000000019099,-6.999994479515797,-1.5249999999998873,0.30999999995146804
158,546.961,1317,9390,0,0.0,0.0,0.122265625,0.0030000000000427463,0.0049999999999954525,-6.999994588115486,-1.4949999999998906,0.30999999995146804
159,547.011,1320,8713,0,0.0,0.0,0.11345052083333333,0.014999999999986358,0.0049999999999954525,-6.999994678615227,-1.4699999999998934,0.30999999995146804
160,547.06,1354,12715,0,0.0,0.0,0.16555989583333333,0.0,0.0039999999999054126,-6.99999475101502,-1.4499999999998956,0.30999999995146804
161,547.111,1389,17104,0,0.0,0.0,0.22270833333333334,0.016999999999939064,0.0049999999999954525,-6.999994859614709,-1.419999999999899,0.30999999995146804
162,547.16,1357,17649,0,0.0,0.0,0.2298046875,0.002000000000066393,0.004000000000019099,-6.999994932014502,-1.399999999999901,0.30999999995146804
163,547.21,1392,18382,0,0.0,0.0,0.23934895833333333,0.014000000000010004,0.004000000000019099,-6.999995022514243,-1.3749999999999039,0.30999999995146804
164,547.26,1427,17923,0,0.0,0.0,0.23337239583333333,0.004000000000019099,0.004000000000019099,-6.999995113013984,-1.3499999999999066,0.30999999995146804
165,547.31,1427,17169,0,0.0,0.0,0.2235546875,0.011999999999943611,0.0039999999999054126,-6.999995203513725,-1.3249999999999094,0.30999999995146804
166,547.36,1466,18877,0,0.0,0.0,0.24579427083333333,0.005999999999971806,0.004000000000019099,-6.999995294013466,-1.2999999999999121,0.30999999995146804
167,547.41,1502,18497,0,0.0,0.0,0.24084635416666667,0.009999999999990905,0.004000000000019099,-6.999995384513207,-1.2749999999999149,0.30999999995146804
168,547.46,1502,36571,0,0.0,0.0,0.47618489583333334,0.007999999999924512,0.004000000000019099,-6.999995475012948,-1.2499999999999176,0.30999999995146804
169,547.51,1545,18285,0,0.0,0.0,0.2380859375,0.008000000000038199,0.004000000000019099,-6.999995565512689,-1.2249999999999204,0.30999999995146804
170,547.561,1581,40726,0,0.0,0.0,0.5302864583333333,0.009000000000014552,0.0049999999999954525,-6.9999956741123786,-1.1949999999999237,0.30999999995146804
171,547.61,1618,11747,0,0.0,0.0,0.15295572916666667,0.005999999999971806,0.004000000000019099,-6.999995746512171,-1.1749999999999259,0.30999999995146804
172,547.66,1623,17107,0,0.0,0.0,0.22274739583333333,0.012000000000057298,0.004000000000019099,-6.999995837011912,-1.1499999999999286,0.30999999995146804
173,547.71,1661,35980,0,0.0,0.0,0.46848958333333335,0.004000000000019099,0.004000000000019099,-6.9999959275116534,-1.1249999999999314,0.30999999995146804
174,547.76,1699,18119,0,0.0,0.0,0.23592447916666667,0.014000000000010004,0.004000000000019099,-6.9999960180113945,-1.0999999999999341,0.30999999995146804
175,547.811,1666,14327,0,0.0,0.0,0.18654947916666667,0.0030000000000427463,0.0049999999999954525,-6.999996126611084,-1.0699999999999374,0.30999999995146804
176,547.86,1741,8528,0,0.0,0.0,0.11104166666666666,0.01599999999996271,0.004000000000019099,-6.9999961990108766,-1.0499999999999396,0.30999999995146804
177,547.912,1780,5159,0,0.0,0.0,0.06717447916666666,0.002000000000066393,0.004000000000019099,-6.999996307610566,-1.019999999999943,0.30999999995146804
178,547.96,1784,5681,0,0.0,0.0,0.07397135416666667,0.016000000000076398,0.004000000000019099,-6.999996380010359,-0.9999999999999452,0.30999999995146804
179,548.01,1865,5768,0,0.0,0.0,0.07510416666666667,0.0019999999999527063,0.004000000000019099,-6.9999964705101,-0.9749999999999479,0.30999999995146804
180,548.06,1865,14385,0,0.0,0.0,0.1873046875,0.013999999999896318,0.0039999999999054126,-6.999996561009841,-0.9499999999999507,0.30999999995146804
181,548.111,1911,15667,0,0.0,0.0,0.20399739583333334,0.0030000000000427463,0.0049999999999954525,-6.99999666960953,-0.919999999999954,0.30999999995146804
182,548.16,1952,8020,0,0.0,0.0,0.10442708333333334,0.011999999999943611,0.004000000000019099,-6.999996742009323,-0.8999999999999562,0.30999999995146804
183,548.211,1957,8781,0,0.0,0.0,0.1143359375,0.0049999999999954525,0.0049999999999954525,-6.999996850609012,-0.8699999999999595,0.30999999995146804
